account_age_days,followers_count,following_count,follower_following_ratio,total_tweets,tweets_per_day,has_profile_image,has_bio,bio_length,has_url,username_length,username_digit_ratio,has_default_profile,listed_count,favorites_count,favorites_per_day,retweet_ratio,avg_tweets_per_hour_variance,unique_sources_count,is_verified,label
1680,262,1,262.0,3705,2.2054,1,0,0,0,5,0.0179,0,0,0,0.0,0.4645,7.709,4,0,0
4868,33,1,33.0,9456,1.9425,1,1,115,0,12,0.0446,0,0,6802,1.3973,0.0867,3.8892,4,0,0
46,27,3056,0.0088,39578,860.3913,0,0,0,0,10,0.683,1,0,20,0.4348,0.6261,0.2502,1,0,1
3187,1293,235,5.5021,5377,1.6872,1,1,97,0,15,0.139,1,16,3060,0.9602,0.4802,12.8452,4,0,0
138,45,3929,0.0115,19019,137.8188,0,0,0,1,17,0.4412,0,3,72,0.5217,0.6282,0.433,1,0,1
3913,607,1,607.0,1225,0.3131,1,1,101,1,9,0.0721,0,0,0,0.0,0.1027,7.6529,1,0,0
272,59,307,0.1922,0,0.0,1,1,87,0,15,0.1339,0,0,13864,50.9706,0.271,3.5943,1,0,0
3627,552,567,0.9735,5258,1.4497,1,1,157,0,11,0.1307,0,1,12703,3.5023,0.4238,3.1266,4,0,0
1046,1552,757,2.0502,0,0.0,1,1,43,0,5,0.0382,0,6,2843,2.718,0.1662,14.0254,3,0,0
157,2573,431,5.9698,18608,118.5223,1,1,17,0,10,0.1057,1,5,366,2.3312,0.7726,0.6792,2,0,1
2040,0,433,0.0,2903,1.423,1,1,98,1,15,0.0708,0,0,2515,1.2328,0.1276,4.2937,3,0,0
73,11,770,0.0143,16876,231.1781,1,0,0,0,15,0.4745,1,0,8,0.1096,0.7851,1.3031,1,0,1
3893,1348,239,5.6402,1406,0.3612,1,1,126,1,4,0.1658,0,8,0,0.0,0.4257,3.6871,2,0,0
4427,123,569,0.2162,5489,1.2399,1,1,62,0,13,0.0679,0,0,1680,0.3795,0.4798,7.5122,2,0,0
3722,1041,526,1.9791,1878,0.5046,1,0,0,0,10,0.2804,0,0,186,0.05,0.2193,11.2271,4,0,0
757,2051,107,19.1682,0,0.0,1,1,149,0,6,0.0971,0,10,0,0.0,0.4838,10.9614,2,0,0
725,3913,328,11.9299,94220,129.9586,0,1,28,1,19,0.3572,1,3,142,0.1959,0.7813,1.2314,2,0,1
3730,559,681,0.8209,0,0.0,1,1,108,0,7,0.119,0,0,5425,1.4544,0.3299,12.7066,3,0,0
2035,575,191,3.0105,2051,1.0079,1,1,141,1,14,0.2598,0,34,3220,1.5823,0.3083,10.9711,3,0,0
87,20,4523,0.0044,176,2.023,1,0,0,0,11,0.2985,1,2,23,0.2644,0.2489,0.1813,1,0,1
1672,1378,1927,0.7151,4120,2.4641,1,1,48,1,9,0.2552,0,0,578,0.3457,0.6344,2.0424,1,0,1
1413,1323,126,10.5,4557,3.2251,1,1,126,1,4,0.2579,0,15,7672,5.4296,0.3462,12.2977,4,0,0
557,3879,429,9.042,95128,170.7864,1,1,11,0,18,0.4153,1,3,177,0.3178,0.8567,0.4363,2,0,1
92,18,3169,0.0057,23,0.25,0,1,27,0,14,0.5559,1,0,11,0.1196,0.2322,0.5355,1,0,1
1988,34,1107,0.0307,3724,1.8732,1,1,124,0,8,0.2599,0,18,8253,4.1514,0.2358,12.9351,4,0,0
548,4739,288,16.4549,27774,50.6825,1,0,0,0,16,0.416,0,2,397,0.7245,0.9,1.1231,2,0,1
475,775,860,0.9012,2447,5.1516,1,1,83,0,10,0.0772,0,0,2558,5.3853,0.6212,2.7574,1,0,1
414,683,116,5.8879,14533,35.1039,1,1,21,0,8,0.3559,0,4,96,0.2319,0.8959,0.9465,2,0,1
74,1052,458,2.2969,38525,520.6081,1,0,0,0,9,0.4872,1,0,332,4.4865,0.8775,0.8786,2,0,1
402,18,6620,0.0027,68,0.1692,1,0,0,0,12,0.238,1,0,20,0.0498,0.1163,0.6018,1,0,1
875,2112,1012,2.087,9334,10.6674,1,0,0,1,8,0.108,0,2,2957,3.3794,0.3033,0.5177,1,0,1
497,9,1550,0.0058,40,0.0805,0,1,37,0,20,0.6623,1,0,24,0.0483,0.1326,1.3358,1,0,1
244,678,1,678.0,0,0.0,1,1,90,1,6,0.1397,0,19,10070,41.2705,0.0669,10.9288,1,0,0
4671,809,386,2.0959,0,0.0,1,1,20,1,14,0.2992,1,5,1564,0.3348,0.3248,8.5239,5,0,0
4587,69,380,0.1816,0,0.0,1,1,100,0,10,0.231,0,9,8291,1.8075,0.3013,6.8711,5,0,0
2307,128,453,0.2826,2606,1.1296,1,1,37,1,6,0.2727,0,0,4921,2.1331,0.4179,7.8247,3,0,0
2801,778,326,2.3865,4830,1.7244,1,1,108,1,5,0.1053,0,0,0,0.0,0.3424,8.9997,3,0,0
246,152,884,0.1719,2345,9.5325,1,0,0,0,10,0.1192,0,10,923,3.752,0.3946,4.8366,4,0,0
265,1,4946,0.0002,59,0.2226,1,0,0,0,19,0.2713,1,0,28,0.1057,0.1416,0.3592,1,0,1
2335,887,635,1.3969,948,0.406,1,1,83,0,7,0.1604,1,0,8577,3.6732,0.2161,3.0822,5,0,0
4340,0,329,0.0,4066,0.9369,1,1,41,0,11,0.253,0,0,7165,1.6509,0.4532,13.038,2,0,0
311,2198,248,8.8629,75253,241.9711,0,1,23,0,8,0.3524,1,0,436,1.4019,0.852,1.4868,2,0,1
2539,732,152,4.8158,1291,0.5085,1,1,87,0,12,0.1268,0,31,7690,3.0288,0.3573,7.7562,4,0,0
4445,483,696,0.694,877,0.1973,1,1,43,1,9,0.0241,0,7,0,0.0,0.1295,2.5113,4,0,0
54,32,1653,0.0194,49692,920.2222,1,0,0,0,17,0.6639,0,1,91,1.6852,0.8832,0.7996,1,0,1
748,0,147,0.0,1660,2.2193,1,1,90,1,11,0.2067,0,18,0,0.0,0.3797,8.8063,4,0,0
4542,853,234,3.6453,1163,0.2561,1,1,85,1,7,0.2549,0,9,9219,2.0297,0.0678,2.3831,3,0,0
467,3428,97,35.3402,83200,178.1585,1,1,24,1,17,0.1142,0,0,466,0.9979,0.822,0.8542,1,0,1
1073,547,1164,0.4699,1766,1.6459,1,1,80,0,8,0.3639,0,2,1697,1.5815,0.6946,2.1166,1,0,1
1868,457,1602,0.2853,1903,1.0187,1,1,22,0,13,0.1772,0,0,2449,1.311,0.6707,3.4062,3,0,1
134,1430,313,4.5687,72251,539.1866,1,0,0,1,19,0.2743,0,2,395,2.9478,0.8284,0.9341,2,0,1
470,0,550,0.0,3090,6.5745,1,1,100,1,5,0.0285,0,33,5779,12.2957,0.3485,4.2167,3,0,0
1262,453,161,2.8137,1108,0.878,1,0,0,1,15,0.1534,0,0,4649,3.6838,0.456,13.9772,2,0,0
133,4,3213,0.0012,4677,35.1654,0,0,0,0,11,0.7703,0,1,28,0.2105,0.7733,1.3262,1,0,1
548,4777,405,11.7951,34791,63.4872,0,1,74,1,19,0.1514,0,0,338,0.6168,0.7139,0.3896,2,0,1
1120,1393,646,2.1563,8588,7.6679,1,0,0,0,6,0.2434,0,0,1411,1.2598,0.6855,3.3077,1,0,1
683,81,287,0.2822,1755,2.5695,1,1,112,1,4,0.2652,0,0,7090,10.3807,0.3038,11.4321,2,0,0
3879,68,848,0.0802,0,0.0,1,1,106,0,9,0.0703,0,9,1506,0.3882,0.4545,4.3334,4,0,0
479,0,1,0.0,2944,6.1461,1,1,135,1,14,0.223,0,0,4440,9.2693,0.4056,3.9721,4,0,0
1543,2768,1575,1.7575,8808,5.7084,1,1,79,1,9,0.3354,1,0,1835,1.1892,0.551,2.3383,2,0,1
2965,1443,611,2.3617,507,0.171,1,1,73,0,7,0.0178,0,15,4731,1.5956,0.0709,13.0644,1,0,0
1939,0,241,0.0,4591,2.3677,1,1,135,0,5,0.1657,0,0,7653,3.9469,0.1345,14.9151,2,0,0
51,2694,124,21.7258,44843,879.2745,1,0,0,0,18,0.4074,0,2,210,4.1176,0.9833,1.6188,2,0,1
81,5,5834,0.0009,131,1.6173,1,1,48,0,14,0.2024,1,0,7,0.0864,0.2766,0.4369,1,0,1
4045,781,1,781.0,0,0.0,0,1,40,1,11,0.0026,1,14,8154,2.0158,0.4753,12.7048,3,1,0
998,280,391,0.7161,233,0.2335,1,1,99,0,10,0.119,0,25,6519,6.5321,0.3323,3.3247,3,0,0
283,1074,571,1.8809,0,0.0,1,1,116,0,15,0.0102,1,7,299,1.0565,0.4755,3.2557,3,0,0
2096,584,855,0.683,2213,1.0558,1,1,35,1,10,0.1947,0,21,9172,4.376,0.159,6.1372,3,0,0
1231,1750,1733,1.0098,9812,7.9708,0,0,0,0,17,0.0937,0,2,668,0.5426,0.3465,0.8248,2,0,1
106,3,5125,0.0006,116,1.0943,0,0,0,0,20,0.5709,1,0,33,0.3113,0.1928,1.7215,1,0,1
117,4535,211,21.4929,96112,821.4701,1,1,73,1,11,0.1174,0,0,110,0.9402,0.9076,0.2353,2,0,1
812,1502,505,2.9743,6080,7.4877,1,1,88,1,8,0.2333,0,0,2008,2.4729,0.3696,1.7348,2,0,1
870,10,6300,0.0016,112,0.1287,0,0,0,0,14,0.5898,1,3,45,0.0517,0.2569,0.6365,1,0,1
4896,972,1365,0.7121,3097,0.6326,1,1,43,0,12,0.0449,0,1,10035,2.0496,0.4198,9.3206,4,0,0
1636,733,1,733.0,1952,1.1932,1,1,121,1,9,0.03,0,16,0,0.0,0.0891,2.6266,4,0,0
4809,0,278,0.0,1590,0.3306,0,1,123,1,7,0.2789,0,19,12794,2.6604,0.401,11.4211,1,0,0
1686,361,1836,0.1966,14002,8.3049,1,1,91,0,18,0.2749,0,2,2649,1.5712,0.3003,2.1821,3,0,1
2938,0,882,0.0,464,0.1579,1,0,0,1,13,0.0614,0,0,3704,1.2607,0.4983,8.7899,4,0,0
3484,1224,415,2.9494,1119,0.3212,0,0,0,1,7,0.2126,0,3,3683,1.0571,0.1965,8.0194,2,0,0
4568,0,894,0.0,1700,0.3722,1,1,50,0,15,0.0555,0,16,0,0.0,0.4895,8.8203,3,0,0
302,19,6661,0.0029,176,0.5828,1,0,0,0,17,0.5945,0,0,21,0.0695,0.1092,1.2418,1,0,1
143,25,4006,0.0062,1765,12.3427,1,1,12,1,14,0.5052,0,3,7,0.049,0.641,0.3529,1,0,1
276,44,175,0.2514,0,0.0,1,1,121,0,14,0.2082,0,0,3683,13.3442,0.1047,6.9151,3,0,0
3101,0,313,0.0,0,0.0,0,1,54,1,15,0.2488,1,13,531,0.1712,0.0802,14.7007,3,0,0
876,623,935,0.6663,5532,6.3151,1,1,117,0,5,0.2063,0,0,3446,3.9338,0.2297,11.028,2,0,0
4946,661,183,3.612,3591,0.726,1,0,0,1,5,0.1674,0,10,8012,1.6199,0.2936,12.9807,3,0,0
244,367,96,3.8229,46234,189.4836,0,1,55,1,19,0.1146,1,3,74,0.3033,0.7735,1.386,1,0,1
607,2383,59,40.3898,0,0.0,1,1,71,0,10,0.1461,0,0,7736,12.7446,0.2159,12.9361,4,0,0
895,10,1973,0.0051,81,0.0905,0,0,0,0,5,0.6156,1,3,26,0.0291,0.2956,0.62,1,0,1
97,3396,246,13.8049,11658,120.1856,1,1,80,0,9,0.4278,0,0,136,1.4021,0.8623,0.7165,2,0,1
1079,760,1545,0.4919,12105,11.2187,1,1,84,1,6,0.2462,0,0,421,0.3902,0.4342,1.5565,3,0,1
267,1154,1952,0.5912,7499,28.0861,1,1,52,0,15,0.2693,0,6,2760,10.3371,0.3523,0.8894,2,0,1
565,735,63,11.6667,5255,9.3009,1,1,66,0,10,0.169,0,9,0,0.0,0.3506,14.1439,5,0,0
481,0,136,0.0,3158,6.5655,0,1,111,1,6,0.2904,1,40,0,0.0,0.4693,8.5006,4,0,0
3845,0,588,0.0,0,0.0,1,1,149,0,11,0.1522,0,0,0,0.0,0.3497,12.3658,1,0,0
2120,376,929,0.4047,0,0.0,1,1,155,0,13,0.0254,0,2,3701,1.7458,0.4536,5.7647,1,0,0
2701,0,1043,0.0,3258,1.2062,1,1,137,1,5,0.2131,0,37,3401,1.2592,0.4607,9.1968,2,0,0
171,654,381,1.7165,0,0.0,1,1,118,1,13,0.1843,0,0,0,0.0,0.2043,3.6278,3,0,0
2794,491,411,1.1946,0,0.0,1,1,65,1,7,0.0175,0,4,0,0.0,0.4568,6.4891,3,0,0
4239,816,232,3.5172,1362,0.3213,1,1,87,0,9,0.1889,0,14,0,0.0,0.2898,13.2255,1,0,0
595,0,379,0.0,453,0.7613,1,1,159,0,12,0.1623,0,20,3090,5.1933,0.425,3.891,3,0,0
1427,0,178,0.0,1327,0.9299,1,1,30,0,14,0.2524,0,45,4751,3.3294,0.2135,11.7877,4,0,0
1272,1694,1658,1.0217,17134,13.4701,1,1,113,0,18,0.2016,0,2,211,0.1659,0.6955,0.9924,1,0,1
1159,185,616,0.3003,0,0.0,1,1,61,0,14,0.0772,0,2,0,0.0,0.3055,11.8447,2,0,0
403,390,1,390.0,4968,12.3275,1,1,88,1,7,0.1538,0,1,7137,17.7097,0.1998,2.6306,5,0,0
3379,100,227,0.4405,3255,0.9633,1,0,0,1,5,0.2024,0,27,0,0.0,0.3379,11.0003,1,0,0
4826,147,791,0.1858,425,0.0881,1,1,39,1,5,0.2135,0,0,0,0.0,0.1156,6.4221,3,0,0
231,4432,360,12.3111,35402,153.2554,1,1,44,1,10,0.2387,0,1,278,1.2035,0.9294,0.923,1,0,1
4900,1740,312,5.5769,225,0.0459,0,0,0,1,9,0.2335,0,18,12305,2.5112,0.2517,11.4173,4,0,0
4362,2056,1,2056.0,3267,0.749,1,1,78,1,13,0.0867,0,0,0,0.0,0.0819,12.8349,1,0,0
4527,866,595,1.4555,1177,0.26,1,1,49,1,7,0.0503,0,3,1978,0.4369,0.4375,13.3157,2,0,0
961,6,2389,0.0025,165,0.1717,1,0,0,0,17,0.3239,0,0,1,0.001,0.2554,0.6548,1,0,1
3575,457,549,0.8324,6452,1.8048,1,1,148,0,7,0.2978,0,0,300,0.0839,0.1095,2.4988,2,0,0
1871,768,129,5.9535,0,0.0,1,1,118,1,15,0.0483,0,5,8721,4.6611,0.4229,3.298,1,0,0
1007,701,1652,0.4243,19842,19.7041,0,1,107,0,9,0.1792,1,2,2255,2.2393,0.3745,3.9697,2,0,1
50,28,533,0.0525,36015,720.3,0,0,0,0,9,0.7631,1,1,6,0.12,0.8964,0.9247,1,0,1
2100,0,314,0.0,148,0.0705,0,0,0,0,9,0.0062,0,0,10984,5.2305,0.3099,6.5161,5,0,0
590,1803,800,2.2538,16178,27.4203,1,0,0,0,8,0.1528,1,1,2836,4.8068,0.6652,0.657,2,0,1
3987,1092,855,1.2772,6260,1.5701,1,1,127,0,7,0.0551,0,0,0,0.0,0.4875,10.712,5,0,0
516,252,296,0.8514,94849,183.8159,1,1,64,0,12,0.4736,0,3,180,0.3488,0.8763,1.2659,1,0,1
3715,1959,651,3.0092,0,0.0,1,0,0,0,5,0.2554,0,4,1649,0.4439,0.3431,10.4319,3,0,0
1991,0,721,0.0,0,0.0,1,1,99,0,13,0.1126,1,1,1441,0.7238,0.0739,4.7029,4,0,0
4183,89,222,0.4009,3129,0.748,1,1,154,1,14,0.2986,0,0,6840,1.6352,0.1348,14.3251,4,1,0
3469,1329,1,1329.0,0,0.0,1,1,135,0,8,0.258,0,0,9547,2.7521,0.3243,11.6212,2,0,0
1966,668,423,1.5792,0,0.0,1,1,78,1,15,0.2976,0,0,12604,6.411,0.4322,9.0257,1,0,0
146,12,1433,0.0084,36347,248.9521,0,0,0,1,9,0.3961,1,0,53,0.363,0.9208,0.1726,1,0,1
4517,1248,215,5.8047,7782,1.7228,1,1,105,0,9,0.2693,0,28,2310,0.5114,0.2148,2.1842,4,0,0
33,10,2211,0.0045,5591,169.4242,1,0,0,1,13,0.4145,1,0,47,1.4242,0.6116,0.9517,1,0,1
453,0,1,0.0,0,0.0,1,1,96,0,5,0.0321,0,0,0,0.0,0.2071,7.7778,2,0,0
482,0,7500,0.0,157,0.3257,0,0,0,0,6,0.5627,1,7,8,0.0166,0.1413,1.2611,1,0,1
344,8,3051,0.0026,38,0.1105,1,0,0,0,15,0.2693,1,1,32,0.093,0.09,1.6148,1,0,1
3215,0,1145,0.0,6545,2.0358,1,0,0,1,13,0.2912,0,9,12235,3.8056,0.1607,4.0152,3,1,0
125,40,3475,0.0115,47083,376.664,1,0,0,1,6,0.4474,1,1,73,0.584,0.9268,1.4736,1,0,1
99,0,7411,0.0,175,1.7677,0,0,0,0,17,0.548,1,1,4,0.0404,0.1377,1.42,1,0,1
4907,1937,1,1937.0,8226,1.6764,1,0,0,0,13,0.0647,0,1,7473,1.5229,0.2503,6.1045,5,0,0
2202,1450,1,1450.0,3833,1.7407,1,1,68,1,9,0.106,0,5,394,0.1789,0.4751,11.3583,1,0,0
737,656,281,2.3345,28826,39.1126,1,1,80,0,12,0.3201,1,0,281,0.3813,0.9088,0.3653,2,0,1
4901,0,819,0.0,0,0.0,1,1,39,0,15,0.1723,0,0,0,0.0,0.2998,12.6863,2,0,0
456,4785,94,50.9043,13325,29.2215,1,1,79,0,13,0.3353,0,4,477,1.0461,0.8584,0.5832,1,0,1
713,1762,496,3.5524,2751,3.8583,1,1,66,0,4,0.0889,0,0,0,0.0,0.3256,6.3615,5,0,0
669,2545,88,28.9205,77975,116.5546,1,1,65,1,16,0.2109,0,0,241,0.3602,0.7669,1.8819,2,0,1
4204,0,631,0.0,0,0.0,1,1,115,0,9,0.0554,0,0,4091,0.9731,0.427,11.7579,1,0,0
3982,1455,1,1455.0,3212,0.8066,1,1,69,0,10,0.0821,0,0,7660,1.9237,0.1177,7.143,4,0,0
2276,915,1,915.0,3064,1.3462,1,1,74,0,13,0.1235,0,0,5488,2.4112,0.3628,13.1873,5,0,0
90,9,5265,0.0017,28,0.3111,1,1,15,0,20,0.4145,1,1,23,0.2556,0.1648,1.63,1,0,1
2481,103,5,20.6,9470,3.817,1,1,31,1,8,0.1996,0,0,0,0.0,0.4183,6.8649,3,0,0
2982,1119,296,3.7804,0,0.0,1,1,111,0,6,0.1918,0,0,6665,2.2351,0.1682,3.2049,5,0,0
72,7,2839,0.0025,87,1.2083,1,0,0,0,15,0.422,1,2,20,0.2778,0.0101,1.6531,1,0,1
1761,0,662,0.0,0,0.0,1,0,0,1,14,0.1893,1,0,3815,2.1664,0.0632,11.3098,5,0,0
644,488,28,17.4286,4901,7.6102,1,1,84,1,14,0.2536,0,0,1343,2.0854,0.4347,11.3104,5,0,0
4843,740,132,5.6061,7922,1.6358,1,1,143,0,6,0.1955,0,0,0,0.0,0.3001,9.6648,2,0,0
3471,1537,65,23.6462,7308,2.1054,1,1,156,0,4,0.0788,0,9,3948,1.1374,0.2469,14.9386,3,0,0
799,1518,537,2.8268,5393,6.7497,1,1,53,1,6,0.2756,0,7,2530,3.1665,0.314,13.9239,1,0,0
39,14,640,0.0219,7441,190.7949,0,1,23,1,18,0.3347,1,0,68,1.7436,0.9316,0.4459,1,0,1
318,2145,301,7.1262,4403,13.8459,1,1,29,1,12,0.1978,0,16,5242,16.4843,0.2438,6.062,4,0,0
2076,867,708,1.2246,8285,3.9908,1,1,124,1,13,0.0353,0,25,9638,4.6426,0.4062,8.8783,3,0,0
4119,1411,104,13.5673,0,0.0,1,1,155,0,12,0.0155,0,0,0,0.0,0.1594,6.0563,5,0,0
3132,1630,1,1630.0,691,0.2206,1,1,103,0,4,0.1931,0,5,1583,0.5054,0.2803,11.3961,2,0,0
767,1829,1,1829.0,666,0.8683,0,1,72,0,15,0.289,0,3,8890,11.5906,0.2151,2.8925,2,0,0
2429,1927,866,2.2252,0,0.0,1,1,80,0,13,0.0221,0,0,3704,1.5249,0.3592,10.1181,3,0,0
1825,0,356,0.0,525,0.2877,1,1,144,0,8,0.0136,0,3,2637,1.4449,0.1856,4.746,2,0,0
2255,730,621,1.1755,1986,0.8807,1,1,83,0,5,0.0654,1,0,6270,2.7805,0.0838,6.478,4,0,0
513,13,5991,0.0022,136,0.2651,0,1,24,0,5,0.2427,1,0,13,0.0253,0.0951,1.4411,1,0,1
2941,1265,446,2.8363,5334,1.8137,1,1,53,0,7,0.0069,0,0,13569,4.6137,0.4905,9.1836,4,0,0
2431,453,393,1.1527,1965,0.8083,1,1,148,0,14,0.2419,1,0,3949,1.6244,0.0584,13.9751,3,0,0
68,37,2539,0.0146,43154,634.6176,1,0,0,1,10,0.7655,0,0,80,1.1765,0.7756,1.4103,1,0,1
9,28,4591,0.0061,37136,4126.2222,0,0,0,1,18,0.5857,1,5,1,0.1111,0.8712,0.734,1,0,1
3740,885,329,2.69,0,0.0,1,1,44,0,8,0.2812,0,27,0,0.0,0.433,9.0827,4,0,0
222,7,5604,0.0012,27,0.1216,0,0,0,0,6,0.6841,1,3,26,0.1171,0.0757,0.8756,1,0,1
382,1411,888,1.589,1655,4.3325,1,1,112,1,9,0.0577,0,0,1423,3.7251,0.5966,2.4254,2,0,1
1584,2431,299,8.1304,3208,2.0253,1,1,148,0,9,0.053,0,0,0,0.0,0.2232,8.3095,1,0,0
894,656,402,1.6318,1213,1.3568,1,1,72,0,6,0.2185,0,6,0,0.0,0.4417,4.0058,3,0,0
596,2,3804,0.0005,162,0.2718,1,0,0,0,18,0.6696,0,4,22,0.0369,0.193,1.0588,1,0,1
1135,0,232,0.0,0,0.0,0,1,33,1,11,0.2881,0,21,0,0.0,0.3877,8.3968,5,0,0
447,4,2751,0.0015,180,0.4027,1,1,40,0,7,0.4311,0,0,27,0.0604,0.0052,1.8836,1,0,1
3153,1081,700,1.5443,2382,0.7555,0,1,44,1,12,0.2735,0,11,0,0.0,0.1652,3.3557,4,0,0
1834,1853,1612,1.1495,8721,4.7552,1,0,0,0,15,0.3757,0,0,519,0.283,0.6098,2.5873,2,0,1
2274,0,342,0.0,931,0.4094,1,1,112,0,10,0.2704,0,29,0,0.0,0.1258,6.1788,1,0,0
2250,557,957,0.582,3572,1.5876,0,1,83,0,10,0.212,0,31,2227,0.9898,0.276,5.5857,4,0,0
545,2750,1227,2.2412,10209,18.7321,1,0,0,0,8,0.3204,1,4,1348,2.4734,0.347,3.3011,2,0,1
1955,440,581,0.7573,1324,0.6772,1,0,0,0,5,0.3794,0,0,1947,0.9959,0.5611,0.8801,3,0,1
1685,0,1,0.0,7352,4.3632,1,1,120,0,12,0.1805,0,0,332,0.197,0.4427,10.0328,5,0,0
441,2552,1531,1.6669,3667,8.3152,1,1,45,0,19,0.3097,0,0,2662,6.0363,0.4868,2.6221,1,0,1
3013,1338,261,5.1264,0,0.0,1,1,148,1,5,0.1293,0,0,5186,1.7212,0.1785,2.2876,1,0,0
2946,0,140,0.0,4364,1.4813,1,1,66,0,5,0.2148,0,28,6264,2.1263,0.406,13.5153,3,0,0
54,35,2795,0.0125,44965,832.6852,0,0,0,1,7,0.5099,0,3,24,0.4444,0.9317,1.4254,1,0,1
131,35,3259,0.0107,1170,8.9313,0,1,15,1,18,0.5495,1,2,31,0.2366,0.8678,0.703,1,0,1
344,12,4193,0.0029,31,0.0901,0,0,0,0,5,0.5897,1,0,10,0.0291,0.1816,0.9764,1,0,1
2106,253,733,0.3452,0,0.0,1,1,143,1,7,0.0007,0,0,10017,4.7564,0.4681,14.4688,5,0,0
2032,0,357,0.0,2477,1.219,1,1,139,0,14,0.164,1,26,16953,8.343,0.1846,14.5064,3,0,0
708,953,143,6.6643,0,0.0,1,1,143,1,9,0.0012,0,10,3646,5.1497,0.4199,7.3637,3,0,0
4314,0,495,0.0,0,0.0,1,1,96,0,12,0.2485,0,3,1917,0.4444,0.4171,6.7887,1,0,0
108,19,2257,0.0084,49355,456.9907,1,0,0,1,6,0.5598,1,0,0,0.0,0.8955,1.2691,1,0,1
608,0,1003,0.0,1259,2.0707,1,0,0,0,12,0.2313,0,0,399,0.6562,0.0689,7.8878,1,0,0
3844,645,144,4.4792,1470,0.3824,1,1,156,0,7,0.1781,0,20,7652,1.9906,0.4791,11.2245,2,0,0
24,19,4298,0.0044,25853,1077.2083,0,0,0,0,15,0.4036,1,3,13,0.5417,0.8266,0.9495,1,0,1
4743,50,1,50.0,929,0.1959,1,1,42,1,14,0.1875,0,13,4948,1.0432,0.3372,14.7018,4,0,0
144,15,2168,0.0069,34537,239.8403,0,1,0,1,5,0.4195,1,0,61,0.4236,0.7378,0.6848,1,0,1
4154,96,598,0.1605,573,0.1379,1,1,20,1,8,0.2691,0,0,0,0.0,0.4924,11.4297,2,0,0
1692,729,178,4.0955,0,0.0,1,1,139,0,5,0.1051,0,8,9959,5.8859,0.4675,5.5695,4,0,0
64,521,222,2.3468,77249,1207.0156,0,0,0,0,9,0.4825,0,0,246,3.8438,0.917,0.4418,1,0,1
1214,2134,805,2.6509,10775,8.8756,1,1,84,0,9,0.1505,1,0,1138,0.9374,0.6891,1.114,2,0,1
449,1177,1,1177.0,7616,16.9621,1,1,126,0,5,0.1213,0,0,15659,34.8753,0.4443,9.8289,2,0,0
517,3916,392,9.9898,77599,150.0948,1,0,0,1,10,0.3341,0,0,52,0.1006,0.7738,0.5819,1,0,1
3113,0,1,0.0,6217,1.9971,1,1,41,1,9,0.0273,0,0,0,0.0,0.2156,10.0952,3,0,0
962,3,2130,0.0014,115,0.1195,1,0,0,0,5,0.2703,0,1,28,0.0291,0.037,1.2421,1,0,1
567,2563,327,7.8379,88322,155.7707,1,1,52,1,18,0.3799,1,2,306,0.5397,0.9986,0.5141,1,0,1
37,19,5401,0.0035,62,1.6757,1,1,10,0,17,0.3249,1,0,19,0.5135,0.2305,0.0261,1,0,1
3646,139,316,0.4399,453,0.1242,1,1,73,1,5,0.1985,1,0,6336,1.7378,0.186,7.1437,2,0,0
448,877,168,5.2202,33391,74.5335,1,1,41,1,14,0.1675,0,0,97,0.2165,0.7966,1.5589,2,0,1
563,1871,646,2.8963,0,0.0,1,1,90,0,15,0.1516,0,4,2809,4.9893,0.0515,5.5589,3,0,0
546,2672,1185,2.2549,3605,6.6026,1,1,31,1,20,0.3721,0,2,1561,2.859,0.3964,3.7691,2,0,1
156,47,3398,0.0138,23834,152.7821,0,0,0,1,9,0.3663,0,3,52,0.3333,0.8272,0.2672,1,0,1
3297,236,1298,0.1818,4135,1.2542,1,1,65,0,15,0.0424,0,0,2739,0.8308,0.2579,8.0238,1,0,0
1414,696,322,2.1615,4117,2.9116,1,1,84,0,13,0.099,0,7,5139,3.6344,0.2101,2.4185,2,0,0
887,2233,1589,1.4053,8538,9.6257,1,1,82,1,12,0.3428,0,4,2608,2.9402,0.3114,3.7984,2,0,1
1860,626,1,626.0,4532,2.4366,1,1,95,0,12,0.0671,0,0,7388,3.972,0.257,3.3083,1,0,0
57,38,1243,0.0306,5102,89.5088,1,0,0,1,18,0.4869,1,2,9,0.1579,0.7882,0.7117,1,0,1
4523,1204,91,13.2308,5545,1.226,1,1,104,1,10,0.2836,0,0,5400,1.1939,0.3658,12.8442,1,0,0
2253,0,1,0.0,0,0.0,1,1,103,1,8,0.1849,0,5,0,0.0,0.2051,9.8957,3,0,0
2388,1419,547,2.5941,0,0.0,0,0,0,1,13,0.185,0,0,0,0.0,0.3875,13.8209,5,0,0
714,2458,949,2.5901,4556,6.381,1,0,0,1,10,0.2247,0,1,2361,3.3067,0.6088,1.2826,2,0,1
3313,1228,1,1228.0,0,0.0,1,1,130,0,10,0.0517,0,0,2956,0.8922,0.259,14.6575,2,0,0
31,10,3269,0.0031,15032,484.9032,1,0,0,1,15,0.4292,1,6,60,1.9355,0.6779,0.1861,1,0,1
527,8,2452,0.0033,35,0.0664,1,0,0,0,13,0.256,0,2,19,0.0361,0.2288,1.8407,1,0,1
936,814,259,3.1429,3175,3.3921,1,1,104,0,5,0.2221,0,4,1353,1.4455,0.1423,3.874,4,0,0
